Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"PM-191"
Duration Time,300.742
Ambient Temperature,"105.5"
Detector Temperature,"-15.0"
Valid Accumulated Counts,"11473545"
Raw Accumulated Counts,"12691707"
Valid Count Last Packet,"35628"
Raw Count Last Packet,"39067"
Live Time,271.873016
HV DAC,163
HV ADC,40.000000
Filament DAC,214
Filament ADC,10.600000
Pulse Length,200
Pulse Period,254
Filter,1
eV per channel,20.0179
Number of Channels,2048
Vacuum,680
Channel#,Intensity
0,"9356"
1,"7428"
2,"4576"
3,"2550"
4,"1152"
5,"268"
6,"46"
7,"8"
8,"6"
9,"5"
10,"2"
11,"6"
12,"2"
13,"3"
14,"1"
15,"0"
16,"2"
17,"1"
18,"2"
19,"1"
20,"0"
21,"0"
22,"0"
23,"1"
24,"0"
25,"2"
26,"1"
27,"0"
28,"0"
29,"0"
30,"0"
31,"17"
32,"149"
33,"607"
34,"1013"
35,"1268"
36,"1487"
37,"1521"
38,"1504"
39,"1509"
40,"1524"
41,"1444"
42,"1403"
43,"1489"
44,"1482"
45,"1538"
46,"1611"
47,"1625"
48,"1580"
49,"1532"
50,"1471"
51,"1428"
52,"1497"
53,"1480"
54,"1523"
55,"1513"
56,"1499"
57,"1468"
58,"1516"
59,"1439"
60,"1432"
61,"1455"
62,"1458"
63,"1358"
64,"1301"
65,"1285"
66,"1305"
67,"1254"
68,"1300"
69,"1304"
70,"1391"
71,"1448"
72,"1589"
73,"1606"
74,"1800"
75,"1628"
76,"1585"
77,"1501"
78,"1419"
79,"1273"
80,"1339"
81,"1364"
82,"1482"
83,"1776"
84,"2245"
85,"2736"
86,"3232"
87,"3352"
88,"3066"
89,"2591"
90,"2144"
91,"1772"
92,"1551"
93,"1499"
94,"1420"
95,"1396"
96,"1546"
97,"1638"
98,"1746"
99,"1863"
100,"1946"
101,"1846"
102,"1781"
103,"1655"
104,"1615"
105,"1624"
106,"1527"
107,"1548"
108,"1598"
109,"1590"
110,"1789"
111,"1788"
112,"2040"
113,"2202"
114,"2482"
115,"2681"
116,"2726"
117,"2631"
118,"2456"
119,"2306"
120,"2171"
121,"2177"
122,"2125"
123,"2147"
124,"2275"
125,"2308"
126,"2534"
127,"3001"
128,"3612"
129,"4956"
130,"7034"
131,"9704"
132,"13371"
133,"17054"
134,"19579"
135,"19989"
136,"18363"
137,"16124"
138,"13928"
139,"13179"
140,"13498"
141,"14131"
142,"14610"
143,"14775"
144,"15208"
145,"16201"
146,"17802"
147,"18928"
148,"18628"
149,"16438"
150,"13429"
151,"9872"
152,"7088"
153,"4960"
154,"4028"
155,"3537"
156,"3520"
157,"3699"
158,"3912"
159,"3987"
160,"3846"
161,"3706"
162,"3490"
163,"3502"
164,"3485"
165,"3634"
166,"3676"
167,"3426"
168,"3240"
169,"2951"
170,"2678"
171,"2569"
172,"2310"
173,"2309"
174,"2272"
175,"2295"
176,"2449"
177,"2857"
178,"3187"
179,"4054"
180,"5614"
181,"7405"
182,"9695"
183,"12249"
184,"13368"
185,"12998"
186,"11760"
187,"9487"
188,"7097"
189,"5429"
190,"4042"
191,"3430"
192,"3058"
193,"2984"
194,"3037"
195,"3242"
196,"3397"
197,"3690"
198,"4061"
199,"4283"
200,"4650"
201,"4702"
202,"4588"
203,"4256"
204,"3907"
205,"3707"
206,"3498"
207,"3359"
208,"3337"
209,"3431"
210,"3407"
211,"3430"
212,"3568"
213,"3574"
214,"3708"
215,"3894"
216,"4309"
217,"4990"
218,"6485"
219,"9429"
220,"14626"
221,"22594"
222,"33589"
223,"45547"
224,"55752"
225,"61290"
226,"60018"
227,"52706"
228,"41657"
229,"30405"
230,"21035"
231,"14281"
232,"10369"
233,"8238"
234,"6951"
235,"5987"
236,"5544"
237,"5010"
238,"5053"
239,"5219"
240,"5820"
241,"6665"
242,"8063"
243,"9395"
244,"11858"
245,"13521"
246,"14675"
247,"14554"
248,"13577"
249,"11476"
250,"9385"
251,"7756"
252,"6427"
253,"5275"
254,"4696"
255,"4628"
256,"4425"
257,"4522"
258,"4533"
259,"4669"
260,"4788"
261,"4737"
262,"4968"
263,"5128"
264,"5008"
265,"5288"
266,"5648"
267,"5706"
268,"5989"
269,"6172"
270,"6408"
271,"6273"
272,"6396"
273,"6030"
274,"5933"
275,"5711"
276,"5687"
277,"5439"
278,"5589"
279,"5642"
280,"5554"
281,"5700"
282,"5653"
283,"5775"
284,"5760"
285,"5825"
286,"5902"
287,"6266"
288,"6525"
289,"6741"
290,"7383"
291,"8148"
292,"8929"
293,"9544"
294,"10334"
295,"10335"
296,"10150"
297,"9696"
298,"9180"
299,"8698"
300,"8380"
301,"8174"
302,"8314"
303,"8352"
304,"8735"
305,"9046"
306,"9591"
307,"10405"
308,"11818"
309,"14360"
310,"19347"
311,"30245"
312,"51246"
313,"90647"
314,"153775"
315,"249259"
316,"370883"
317,"509507"
318,"634237"
319,"721430"
320,"742450"
321,"694904"
322,"590993"
323,"458229"
324,"323075"
325,"206907"
326,"123596"
327,"68566"
328,"36348"
329,"20012"
330,"12135"
331,"8814"
332,"7450"
333,"6878"
334,"6670"
335,"6696"
336,"6785"
337,"6967"
338,"7052"
339,"7385"
340,"8064"
341,"8426"
342,"9576"
343,"11224"
344,"14105"
345,"18684"
346,"26424"
347,"37573"
348,"53056"
349,"71699"
350,"90176"
351,"106918"
352,"116413"
353,"116989"
354,"108185"
355,"91778"
356,"72894"
357,"53291"
358,"36629"
359,"24769"
360,"16761"
361,"12406"
362,"9787"
363,"8918"
364,"8746"
365,"8861"
366,"8826"
367,"9138"
368,"9616"
369,"10131"
370,"10652"
371,"11383"
372,"11881"
373,"12145"
374,"11380"
375,"10504"
376,"9220"
377,"8027"
378,"6543"
379,"5595"
380,"4778"
381,"4253"
382,"4028"
383,"3786"
384,"3674"
385,"3687"
386,"3681"
387,"3715"
388,"3613"
389,"3622"
390,"3716"
391,"3670"
392,"3750"
393,"3804"
394,"3832"
395,"4011"
396,"4100"
397,"4235"
398,"4435"
399,"4531"
400,"4764"
401,"4759"
402,"4871"
403,"4963"
404,"4839"
405,"4695"
406,"4622"
407,"4591"
408,"4528"
409,"4547"
410,"4566"
411,"4585"
412,"4659"
413,"4716"
414,"4576"
415,"4389"
416,"4193"
417,"4090"
418,"3737"
419,"3681"
420,"3648"
421,"3628"
422,"3562"
423,"3447"
424,"3562"
425,"3686"
426,"3899"
427,"4073"
428,"4338"
429,"4325"
430,"4744"
431,"4766"
432,"4754"
433,"4550"
434,"4510"
435,"4266"
436,"3991"
437,"3901"
438,"3806"
439,"3664"
440,"3477"
441,"3435"
442,"3537"
443,"3539"
444,"3513"
445,"3383"
446,"3548"
447,"3588"
448,"3535"
449,"3476"
450,"3489"
451,"3418"
452,"3455"
453,"3541"
454,"3557"
455,"3496"
456,"3485"
457,"3523"
458,"3530"
459,"3535"
460,"3711"
461,"3668"
462,"3692"
463,"3621"
464,"3670"
465,"3675"
466,"3593"
467,"3576"
468,"3483"
469,"3529"
470,"3486"
471,"3596"
472,"3467"
473,"3610"
474,"3656"
475,"3458"
476,"3539"
477,"3607"
478,"3710"
479,"3683"
480,"3672"
481,"3601"
482,"3572"
483,"3586"
484,"3428"
485,"3552"
486,"3540"
487,"3615"
488,"3543"
489,"3411"
490,"3495"
491,"3473"
492,"3347"
493,"3531"
494,"3457"
495,"3469"
496,"3562"
497,"3509"
498,"3366"
499,"3498"
500,"3394"
501,"3512"
502,"3417"
503,"3521"
504,"3541"
505,"3413"
506,"3515"
507,"3457"
508,"3480"
509,"3405"
510,"3360"
511,"3379"
512,"3392"
513,"3490"
514,"3453"
515,"3357"
516,"3397"
517,"3444"
518,"3370"
519,"3391"
520,"3359"
521,"3385"
522,"3415"
523,"3473"
524,"3454"
525,"3456"
526,"3457"
527,"3448"
528,"3444"
529,"3323"
530,"3442"
531,"3319"
532,"3413"
533,"3306"
534,"3411"
535,"3242"
536,"3353"
537,"3402"
538,"3374"
539,"3370"
540,"3423"
541,"3420"
542,"3510"
543,"3577"
544,"3461"
545,"3548"
546,"3559"
547,"3419"
548,"3417"
549,"3520"
550,"3370"
551,"3478"
552,"3315"
553,"3341"
554,"3331"
555,"3313"
556,"3322"
557,"3384"
558,"3314"
559,"3268"
560,"3392"
561,"3388"
562,"3387"
563,"3174"
564,"3393"
565,"3299"
566,"3360"
567,"3267"
568,"3342"
569,"3280"
570,"3323"
571,"3189"
572,"3206"
573,"3175"
574,"3311"
575,"3247"
576,"3115"
577,"3116"
578,"3154"
579,"3213"
580,"3397"
581,"3241"
582,"3276"
583,"3190"
584,"3141"
585,"3120"
586,"3133"
587,"3156"
588,"3146"
589,"3125"
590,"3128"
591,"3061"
592,"3198"
593,"3142"
594,"3110"
595,"3126"
596,"3139"
597,"3117"
598,"3195"
599,"3144"
600,"3126"
601,"3077"
602,"3115"
603,"3086"
604,"3060"
605,"3057"
606,"3011"
607,"3111"
608,"3014"
609,"3042"
610,"3059"
611,"2971"
612,"3052"
613,"3031"
614,"2962"
615,"3101"
616,"3054"
617,"3130"
618,"2931"
619,"2989"
620,"3060"
621,"3041"
622,"2984"
623,"2978"
624,"2943"
625,"3032"
626,"3012"
627,"3025"
628,"3046"
629,"2981"
630,"2969"
631,"3052"
632,"2966"
633,"3183"
634,"3266"
635,"3395"
636,"3542"
637,"3678"
638,"3996"
639,"3879"
640,"4042"
641,"4062"
642,"3821"
643,"3796"
644,"3767"
645,"3472"
646,"3309"
647,"3142"
648,"3076"
649,"3025"
650,"2928"
651,"2889"
652,"2877"
653,"2895"
654,"2902"
655,"2767"
656,"2807"
657,"2709"
658,"2805"
659,"2779"
660,"2753"
661,"2773"
662,"2791"
663,"2684"
664,"2772"
665,"2870"
666,"2765"
667,"2859"
668,"2865"
669,"2922"
670,"3021"
671,"3085"
672,"3006"
673,"3112"
674,"3067"
675,"2913"
676,"2986"
677,"2844"
678,"2763"
679,"2791"
680,"2782"
681,"2691"
682,"2674"
683,"2675"
684,"2731"
685,"2537"
686,"2548"
687,"2572"
688,"2625"
689,"2608"
690,"2533"
691,"2551"
692,"2548"
693,"2566"
694,"2615"
695,"2649"
696,"2685"
697,"2707"
698,"2750"
699,"2851"
700,"2965"
701,"3094"
702,"3225"
703,"3465"
704,"3623"
705,"3776"
706,"3766"
707,"3770"
708,"3847"
709,"3721"
710,"3628"
711,"3257"
712,"3206"
713,"2991"
714,"2801"
715,"2742"
716,"2564"
717,"2489"
718,"2408"
719,"2501"
720,"2369"
721,"2396"
722,"2388"
723,"2306"
724,"2455"
725,"2331"
726,"2380"
727,"2292"
728,"2352"
729,"2370"
730,"2337"
731,"2283"
732,"2267"
733,"2269"
734,"2263"
735,"2310"
736,"2338"
737,"2403"
738,"2378"
739,"2264"
740,"2339"
741,"2315"
742,"2307"
743,"2335"
744,"2290"
745,"2341"
746,"2302"
747,"2367"
748,"2250"
749,"2409"
750,"2323"
751,"2269"
752,"2267"
753,"2224"
754,"2287"
755,"2220"
756,"2261"
757,"2222"
758,"2211"
759,"2163"
760,"2223"
761,"2199"
762,"2185"
763,"2120"
764,"2110"
765,"2135"
766,"2098"
767,"2167"
768,"2079"
769,"2060"
770,"2150"
771,"2018"
772,"2247"
773,"2197"
774,"2129"
775,"2145"
776,"2139"
777,"2233"
778,"2412"
779,"2520"
780,"2603"
781,"2848"
782,"3065"
783,"3212"
784,"3446"
785,"3588"
786,"3613"
787,"3706"
788,"3722"
789,"3653"
790,"3405"
791,"3294"
792,"3088"
793,"2890"
794,"2737"
795,"2522"
796,"2312"
797,"2238"
798,"2095"
799,"2021"
800,"2005"
801,"2030"
802,"1963"
803,"1853"
804,"1897"
805,"1849"
806,"1955"
807,"1886"
808,"1822"
809,"1942"
810,"1853"
811,"1867"
812,"1857"
813,"1847"
814,"1831"
815,"1906"
816,"1841"
817,"1871"
818,"1850"
819,"1897"
820,"1827"
821,"1889"
822,"2023"
823,"1973"
824,"1943"
825,"1998"
826,"2042"
827,"2064"
828,"1942"
829,"2058"
830,"2118"
831,"2007"
832,"2001"
833,"1957"
834,"1933"
835,"1892"
836,"1723"
837,"1874"
838,"1862"
839,"1774"
840,"1697"
841,"1730"
842,"1661"
843,"1768"
844,"1768"
845,"1704"
846,"1716"
847,"1664"
848,"1706"
849,"1671"
850,"1605"
851,"1680"
852,"1612"
853,"1676"
854,"1697"
855,"1671"
856,"1662"
857,"1642"
858,"1590"
859,"1650"
860,"1701"
861,"1693"
862,"1612"
863,"1639"
864,"1686"
865,"1601"
866,"1626"
867,"1720"
868,"1605"
869,"1587"
870,"1620"
871,"1645"
872,"1594"
873,"1718"
874,"1631"
875,"1610"
876,"1771"
877,"1724"
878,"1786"
879,"1835"
880,"1861"
881,"1864"
882,"1816"
883,"1804"
884,"1867"
885,"1850"
886,"1767"
887,"1718"
888,"1741"
889,"1783"
890,"1715"
891,"1686"
892,"1655"
893,"1633"
894,"1665"
895,"1713"
896,"1684"
897,"1754"
898,"1756"
899,"1707"
900,"1742"
901,"1700"
902,"1695"
903,"1725"
904,"1793"
905,"1686"
906,"1849"
907,"1790"
908,"1673"
909,"1754"
910,"1775"
911,"1826"
912,"1825"
913,"1862"
914,"1862"
915,"1920"
916,"1879"
917,"1886"
918,"2007"
919,"2055"
920,"1960"
921,"2161"
922,"2145"
923,"2309"
924,"2330"
925,"2362"
926,"2504"
927,"2604"
928,"2712"
929,"2863"
930,"3059"
931,"3142"
932,"3295"
933,"3407"
934,"3667"
935,"3829"
936,"4051"
937,"4270"
938,"4452"
939,"4699"
940,"4830"
941,"5088"
942,"5230"
943,"5513"
944,"5692"
945,"5793"
946,"5830"
947,"6036"
948,"6156"
949,"6070"
950,"5954"
951,"6117"
952,"6082"
953,"6032"
954,"5834"
955,"5652"
956,"5628"
957,"5430"
958,"5282"
959,"4933"
960,"4800"
961,"4794"
962,"4411"
963,"4137"
964,"3784"
965,"3719"
966,"3479"
967,"3291"
968,"3005"
969,"2913"
970,"2855"
971,"2563"
972,"2516"
973,"2346"
974,"2268"
975,"2124"
976,"2000"
977,"1971"
978,"1869"
979,"1829"
980,"1769"
981,"1739"
982,"1638"
983,"1611"
984,"1490"
985,"1435"
986,"1559"
987,"1456"
