Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"PM054"
Duration Time,300.219
Ambient Temperature,"108.6"
Detector Temperature,"-15.0"
Valid Accumulated Counts,"20002434"
Raw Accumulated Counts,"24621924"
Valid Count Last Packet,"59757"
Raw Count Last Packet,"73445"
Live Time,243.418076
HV DAC,163
HV ADC,40.000000
Filament DAC,214
Filament ADC,10.600000
Pulse Length,200
Pulse Period,254
Filter,1
eV per channel,20.0334
Number of Channels,2048
Vacuum,687
Channel#,Intensity
0,"7948"
1,"6243"
2,"4584"
3,"3543"
4,"1441"
5,"272"
6,"53"
7,"32"
8,"10"
9,"8"
10,"6"
11,"9"
12,"13"
13,"6"
14,"7"
15,"6"
16,"1"
17,"3"
18,"1"
19,"2"
20,"4"
21,"6"
22,"0"
23,"2"
24,"0"
25,"2"
26,"0"
27,"1"
28,"2"
29,"3"
30,"28"
31,"219"
32,"1116"
33,"2595"
34,"3769"
35,"4236"
36,"4501"
37,"4684"
38,"4552"
39,"4471"
40,"4460"
41,"4398"
42,"4341"
43,"4411"
44,"4294"
45,"4295"
46,"4296"
47,"4312"
48,"4239"
49,"4184"
50,"4147"
51,"4175"
52,"4178"
53,"4125"
54,"4001"
55,"4022"
56,"3921"
57,"3951"
58,"4097"
59,"3968"
60,"4096"
61,"4109"
62,"4033"
63,"3986"
64,"4112"
65,"4230"
66,"4433"
67,"4651"
68,"5079"
69,"4970"
70,"5029"
71,"4859"
72,"4538"
73,"4315"
74,"4451"
75,"4315"
76,"4346"
77,"4609"
78,"4706"
79,"4682"
80,"4531"
81,"4460"
82,"4424"
83,"4338"
84,"4420"
85,"4357"
86,"4411"
87,"4453"
88,"4279"
89,"4329"
90,"4125"
91,"4083"
92,"4169"
93,"3982"
94,"3875"
95,"3838"
96,"3909"
97,"3965"
98,"4027"
99,"3878"
100,"3948"
101,"3890"
102,"3839"
103,"3796"
104,"3737"
105,"3749"
106,"3713"
107,"3891"
108,"4199"
109,"4936"
110,"6359"
111,"8931"
112,"12565"
113,"17068"
114,"20923"
115,"22124"
116,"20612"
117,"17146"
118,"12914"
119,"9413"
120,"7196"
121,"6237"
122,"5955"
123,"5661"
124,"5510"
125,"5323"
126,"5028"
127,"5159"
128,"5737"
129,"6929"
130,"9070"
131,"11838"
132,"15146"
133,"18622"
134,"20372"
135,"21019"
136,"20146"
137,"18866"
138,"17760"
139,"17500"
140,"18002"
141,"18415"
142,"18409"
143,"18070"
144,"18304"
145,"18865"
146,"20045"
147,"21067"
148,"21071"
149,"20426"
150,"21331"
151,"25016"
152,"35085"
153,"51809"
154,"73244"
155,"93664"
156,"107197"
157,"105734"
158,"93888"
159,"75020"
160,"55648"
161,"44006"
162,"41661"
163,"47673"
164,"58240"
165,"67023"
166,"70734"
167,"68365"
168,"60132"
169,"49897"
170,"39638"
171,"31410"
172,"25484"
173,"22350"
174,"21380"
175,"21271"
176,"20921"
177,"19900"
178,"17684"
179,"14607"
180,"11911"
181,"10165"
182,"9697"
183,"10074"
184,"10791"
185,"11075"
186,"10707"
187,"9375"
188,"7911"
189,"6237"
190,"5158"
191,"4269"
192,"4131"
193,"4209"
194,"4682"
195,"5240"
196,"5668"
197,"6015"
198,"5905"
199,"5465"
200,"5109"
201,"4544"
202,"4086"
203,"3690"
204,"3523"
205,"3305"
206,"3202"
207,"3167"
208,"3153"
209,"3134"
210,"3117"
211,"3174"
212,"3160"
213,"3055"
214,"3073"
215,"3125"
216,"3104"
217,"3171"
218,"3247"
219,"3249"
220,"3430"
221,"3639"
222,"3745"
223,"3880"
224,"3890"
225,"3949"
226,"3866"
227,"3724"
228,"3633"
229,"3352"
230,"3385"
231,"3255"
232,"3236"
233,"3217"
234,"3299"
235,"3257"
236,"3359"
237,"3344"
238,"3440"
239,"3578"
240,"3593"
241,"3706"
242,"3728"
243,"3778"
244,"3766"
245,"3780"
246,"3892"
247,"3784"
248,"3840"
249,"3773"
250,"3897"
251,"3845"
252,"3909"
253,"3922"
254,"3901"
255,"4014"
256,"4113"
257,"4070"
258,"4130"
259,"4135"
260,"4386"
261,"4350"
262,"4273"
263,"4352"
264,"4565"
265,"4593"
266,"4660"
267,"4852"
268,"5038"
269,"5058"
270,"5119"
