Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"PM081"
Duration Time,300.712
Ambient Temperature,"109.8"
Detector Temperature,"-15.0"
Valid Accumulated Counts,"18100425"
Raw Accumulated Counts,"21738233"
Valid Count Last Packet,"54547"
Raw Count Last Packet,"65394"
Live Time,249.929016
HV DAC,163
HV ADC,40.000000
Filament DAC,214
Filament ADC,10.600000
Pulse Length,200
Pulse Period,254
Filter,1
eV per channel,20.0238
Number of Channels,2048
Vacuum,688
Channel#,Intensity
0,"8093"
1,"6408"
2,"4788"
3,"3644"
4,"1562"
5,"349"
6,"66"
7,"10"
8,"11"
9,"12"
10,"8"
11,"6"
12,"4"
13,"7"
14,"3"
15,"6"
16,"2"
17,"2"
18,"2"
19,"3"
20,"5"
21,"0"
22,"1"
23,"1"
24,"1"
25,"0"
26,"0"
27,"3"
28,"0"
29,"6"
30,"19"
31,"189"
32,"1005"
33,"2491"
34,"3459"
35,"4236"
36,"4416"
37,"4653"
38,"4428"
39,"4427"
40,"4405"
41,"4283"
42,"4263"
43,"4385"
44,"4363"
45,"4324"
46,"4359"
47,"4365"
48,"4209"
49,"4283"
50,"4169"
51,"4080"
52,"4040"
53,"4215"
54,"4130"
55,"4078"
56,"3971"
57,"4094"
58,"4105"
59,"4107"
60,"4013"
61,"4149"
62,"4118"
63,"4050"
64,"4149"
65,"4194"
66,"4410"
67,"4701"
68,"4991"
69,"5057"
70,"4998"
71,"4897"
72,"4660"
73,"4701"
74,"4415"
75,"4505"
76,"4631"
77,"4663"
78,"4690"
79,"4716"
80,"4765"
81,"4577"
82,"4504"
83,"4321"
84,"4540"
85,"4453"
86,"4507"
87,"4491"
88,"4429"
89,"4456"
90,"4297"
91,"4147"
92,"4027"
93,"4028"
94,"4004"
95,"4108"
96,"4076"
97,"4062"
98,"4069"
99,"4016"
100,"4096"
101,"3992"
102,"3901"
103,"3813"
104,"3856"
105,"3752"
106,"3994"
107,"4024"
108,"4348"
109,"5101"
110,"6911"
111,"9955"
112,"14368"
113,"19776"
114,"24399"
115,"25775"
116,"24450"
117,"20398"
118,"14941"
119,"10842"
120,"7963"
121,"6805"
122,"6519"
123,"6184"
124,"5974"
125,"5653"
126,"5217"
127,"5436"
128,"5692"
129,"6987"
130,"8986"
131,"11968"
132,"15596"
133,"18984"
134,"21132"
135,"21990"
136,"20976"
137,"19333"
138,"18065"
139,"17716"
140,"18159"
141,"18664"
142,"18886"
143,"18660"
144,"18716"
145,"19118"
146,"20515"
147,"20793"
148,"21162"
149,"20111"
150,"20316"
151,"22945"
152,"31169"
153,"45640"
154,"64293"
155,"82469"
156,"94536"
157,"94649"
158,"83572"
159,"66890"
160,"50201"
161,"39401"
162,"37316"
163,"42322"
164,"51519"
165,"59273"
166,"62730"
167,"60819"
168,"53911"
169,"44992"
170,"35968"
171,"28541"
172,"22834"
173,"20321"
174,"18949"
175,"19192"
176,"19371"
177,"18719"
178,"16569"
179,"13636"
180,"11413"
181,"9974"
182,"9738"
183,"10085"
184,"10645"
185,"11032"
186,"10428"
187,"9415"
188,"7921"
189,"6365"
190,"5154"
191,"4444"
192,"4185"
193,"4327"
194,"4942"
195,"5561"
196,"5905"
197,"6449"
198,"6440"
199,"6164"
200,"5674"
201,"4963"
202,"4442"
203,"4112"
204,"3828"
205,"3522"
206,"3502"
207,"3440"
208,"3589"
209,"3526"
210,"3345"
211,"3435"
212,"3467"
213,"3592"
214,"3735"
215,"3844"
216,"4411"
217,"5164"
218,"6309"
219,"8156"
220,"10486"
221,"13099"
222,"14635"
223,"15695"
224,"15054"
225,"13478"
226,"10979"
227,"8673"
228,"6730"
229,"5245"
230,"4392"
231,"3982"
232,"3802"
233,"3878"
234,"4034"
235,"4442"
236,"5190"
237,"6472"
238,"8171"
239,"9896"
240,"11402"
241,"12385"
242,"12809"
243,"12208"
244,"11125"
245,"9897"
246,"8399"
247,"7373"
248,"6534"
249,"5835"
250,"5358"
251,"4942"
252,"4966"
253,"5258"
254,"5636"
255,"6273"
256,"6753"
257,"7101"
258,"7238"
259,"7051"
260,"6603"
261,"6114"
262,"5657"
263,"5279"
264,"5053"
265,"5006"
266,"4921"
267,"5001"
268,"5120"
269,"5210"
270,"5244"
271,"5508"
272,"5784"
273,"5922"
274,"6179"
275,"6463"
276,"6559"
277,"6767"
278,"6675"
279,"6462"
280,"6185"
281,"5923"
282,"5806"
283,"5722"
284,"5737"
285,"5924"
286,"5956"
287,"6132"
288,"6269"
289,"6343"
290,"6468"
291,"6597"
292,"6480"
293,"6467"
294,"6310"
295,"6362"
296,"6280"
297,"6128"
298,"6182"
299,"6070"
300,"6073"
301,"6049"
302,"5978"
303,"6063"
304,"6059"
305,"6000"
306,"6239"
307,"6150"
308,"6358"
309,"6366"
310,"6683"
311,"6825"
312,"6890"
313,"7188"
314,"7323"
315,"7838"
316,"8265"
317,"8882"
318,"9153"
319,"9356"
320,"9509"
321,"9020"
322,"8539"
323,"8046"
324,"7546"
325,"7049"
326,"6675"
327,"6217"
328,"6375"
329,"6104"
330,"6012"
331,"6107"
332,"6139"
333,"6029"
334,"6209"
335,"6268"
336,"6179"
337,"6457"
338,"6552"
339,"6822"
340,"6900"
341,"7091"
342,"7391"
343,"7795"
344,"7704"
345,"7632"
346,"7783"
347,"7643"
348,"7652"
349,"7631"
