Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"MA0916537"
Duration Time,300.803
Ambient Temperature,"111.1"
Detector Temperature,"-15.0"
Valid Accumulated Counts,"8202713"
Raw Accumulated Counts,"8799992"
Valid Count Last Packet,"25879"
Raw Count Last Packet,"27720"
Live Time,280.660095
HV DAC,163
HV ADC,40.000000
Filament DAC,214
Filament ADC,10.600000
Pulse Length,200
Pulse Period,254
Filter,1
eV per channel,20.0854
Number of Channels,2048
Vacuum,689
Channel#,Intensity
0,"9744"
1,"7652"
2,"4600"
3,"2696"
4,"1185"
5,"288"
6,"26"
7,"11"
8,"5"
9,"6"
10,"3"
11,"2"
12,"1"
13,"0"
14,"1"
15,"0"
16,"1"
17,"1"
18,"1"
19,"3"
20,"1"
21,"3"
22,"1"
23,"0"
24,"0"
25,"0"
26,"0"
27,"0"
28,"1"
29,"0"
30,"1"
31,"24"
32,"188"
33,"619"
34,"989"
35,"1237"
36,"1370"
37,"1411"
38,"1522"
39,"1537"
40,"1491"
41,"1452"
42,"1493"
43,"1540"
44,"1478"
45,"1624"
46,"1717"
47,"1827"
48,"1751"
49,"1705"
50,"1614"
51,"1626"
52,"1586"
53,"1692"
54,"1642"
55,"1572"
56,"1646"
57,"1608"
58,"1661"
59,"1688"
60,"1659"
61,"1671"
62,"1558"
63,"1516"
64,"1459"
65,"1410"
66,"1375"
67,"1465"
68,"1505"
69,"1485"
70,"1471"
71,"1535"
72,"1632"
73,"1622"
74,"1725"
75,"1561"
76,"1621"
77,"1589"
78,"1553"
79,"1454"
80,"1446"
81,"1481"
82,"1580"
83,"1610"
84,"1803"
85,"2035"
86,"2173"
87,"2185"
88,"2224"
89,"2101"
90,"2081"
91,"2229"
92,"2437"
93,"3139"
94,"3964"
95,"5380"
96,"6413"
97,"6880"
98,"6700"
99,"5602"
100,"4216"
101,"3325"
102,"2526"
103,"2211"
104,"2069"
105,"1991"
106,"2070"
107,"2118"
108,"2237"
109,"2468"
110,"2631"
111,"2868"
112,"3382"
113,"3764"
114,"3931"
115,"4192"
116,"3944"
117,"3654"
118,"3521"
119,"3089"
120,"2935"
121,"2940"
122,"2850"
123,"2905"
124,"3099"
125,"3221"
126,"3569"
127,"4006"
128,"5046"
129,"6698"
130,"9135"
131,"12678"
132,"16684"
133,"20961"
134,"23211"
135,"23302"
136,"21398"
137,"19056"
138,"16873"
139,"16562"
140,"17346"
141,"18271"
142,"19098"
143,"18983"
144,"19322"
145,"19662"
146,"20966"
147,"21822"
148,"21300"
149,"19006"
150,"15327"
151,"11846"
152,"8926"
153,"7039"
154,"5971"
155,"5687"
156,"5825"
157,"6081"
158,"6394"
159,"6275"
160,"6410"
161,"6619"
162,"6751"
163,"7044"
164,"7661"
165,"8076"
166,"8366"
167,"7982"
168,"7540"
169,"7222"
170,"6682"
171,"6566"
172,"6740"
173,"7273"
174,"8129"
175,"9859"
176,"14188"
177,"23740"
178,"44327"
179,"84042"
180,"150493"
181,"243048"
182,"351792"
183,"445442"
184,"496146"
185,"483940"
186,"410391"
187,"307333"
188,"201353"
189,"116724"
190,"61283"
191,"30126"
192,"15987"
193,"11943"
194,"13424"
195,"18810"
196,"28556"
197,"42185"
198,"58574"
199,"72877"
200,"80785"
201,"79705"
202,"69602"
203,"54114"
204,"37147"
205,"23355"
206,"13539"
207,"8034"
208,"4770"
209,"3639"
210,"3004"
211,"2951"
212,"2875"
213,"2881"
214,"2855"
215,"2958"
216,"2894"
217,"3133"
218,"3088"
219,"3201"
220,"3312"
221,"3504"
222,"3528"
223,"3770"
224,"3884"
225,"3777"
226,"3853"
227,"3817"
228,"3611"
229,"3449"
230,"3391"
231,"3336"
232,"3229"
233,"3203"
234,"3350"
235,"3211"
236,"3298"
237,"3499"
238,"3401"
239,"3359"
240,"3454"
241,"3525"
242,"3563"
243,"3710"
244,"3674"
245,"3713"
246,"3683"
247,"3717"
248,"3740"
249,"3755"
250,"3753"
251,"3735"
252,"3778"
253,"3788"
254,"3858"
255,"3739"
256,"3920"
257,"3854"
258,"3885"
259,"3970"
260,"4015"
261,"4113"
262,"3979"
263,"4033"
264,"4061"
265,"4034"
266,"4158"
267,"4149"
268,"4405"
269,"4388"
270,"4376"
271,"4355"
272,"4322"
273,"4442"
274,"4518"
275,"4507"
276,"4598"
277,"4505"
278,"4540"
279,"4562"
280,"4649"
281,"4795"
282,"4634"
283,"4862"
284,"4756"
285,"4834"
286,"4754"
287,"4898"
288,"4928"
289,"5010"
290,"5078"
291,"5074"
292,"5224"
293,"5239"
294,"5338"
295,"5400"
296,"5412"
297,"5237"
298,"5324"
299,"5315"
300,"5281"
301,"5295"
302,"5316"
303,"5193"
304,"5452"
305,"5481"
306,"5707"
307,"5668"
308,"5726"
309,"5874"
310,"6142"
311,"6283"
312,"6488"
313,"6894"
314,"7303"
315,"7621"
316,"8272"
317,"8812"
318,"9204"
319,"9606"
320,"9242"
321,"8843"
322,"8302"
323,"7434"
324,"6843"
325,"6458"
326,"5832"
327,"5583"
328,"5671"
329,"5545"
330,"5544"
331,"5527"
332,"5520"
333,"5565"
334,"5699"
335,"5829"
336,"5805"
337,"5813"
338,"5893"
339,"6075"
340,"6100"
341,"6284"
342,"6321"
343,"6459"
344,"6599"
345,"6663"
346,"6570"
347,"6657"
348,"6658"
349,"6630"
350,"6708"
351,"6643"
352,"6906"
353,"7023"
354,"6975"
355,"7384"
356,"7544"
357,"7786"
358,"8482"
359,"9064"
360,"9489"
361,"10695"
362,"11422"
363,"11982"
364,"12676"
365,"13110"
366,"13564"
367,"13980"
368,"14482"
369,"15233"
370,"15784"
371,"16329"
372,"16405"
373,"16333"
374,"15301"
375,"13873"
376,"12005"
377,"10022"
378,"8718"
379,"7250"
380,"6416"
381,"5849"
382,"5571"
383,"5434"
384,"5304"
385,"5254"
386,"5368"
387,"5317"
388,"5119"
389,"5278"
390,"5172"
391,"5185"
392,"5285"
393,"5365"
394,"5468"
395,"5619"
396,"5745"
397,"5879"
398,"6003"
399,"6162"
400,"6430"
401,"6554"
402,"6749"
403,"6607"
404,"6377"
405,"6464"
406,"6274"
407,"6019"
408,"5883"
409,"5920"
410,"5967"
411,"6042"
412,"6085"
413,"6098"
414,"5788"
415,"5648"
416,"5527"
417,"5231"
418,"5007"
419,"5041"
420,"4895"
421,"4801"
422,"4681"
423,"4668"
424,"4680"
425,"4824"
426,"4765"
427,"4989"
428,"4941"
429,"4982"
430,"5095"
431,"5168"
432,"4980"
433,"5023"
434,"5008"
435,"4948"
436,"4861"
