Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"LA9"
Duration Time,300.024
Ambient Temperature,"109.8"
Detector Temperature,"-15.0"
Valid Accumulated Counts,"17087752"
Raw Accumulated Counts,"20131699"
Valid Count Last Packet,"52717"
Raw Count Last Packet,"61835"
Live Time,254.081131
HV DAC,163
HV ADC,40.000000
Filament DAC,214
Filament ADC,10.600000
Pulse Length,200
Pulse Period,254
Filter,1
eV per channel,20.0354
Number of Channels,2048
Vacuum,687
Channel#,Intensity
0,"8384"
1,"6706"
2,"4576"
3,"3253"
4,"1539"
5,"368"
6,"60"
7,"19"
8,"11"
9,"9"
10,"5"
11,"2"
12,"5"
13,"3"
14,"1"
15,"2"
16,"2"
17,"2"
18,"5"
19,"2"
20,"2"
21,"3"
22,"0"
23,"0"
24,"1"
25,"1"
26,"1"
27,"2"
28,"0"
29,"4"
30,"10"
31,"61"
32,"480"
33,"1592"
34,"2574"
35,"3005"
36,"3330"
37,"3374"
38,"3439"
39,"3415"
40,"3379"
41,"3446"
42,"3639"
43,"3602"
44,"3642"
45,"3755"
46,"3687"
47,"3578"
48,"3471"
49,"3469"
50,"3405"
51,"3377"
52,"3508"
53,"3380"
54,"3372"
55,"3356"
56,"3379"
57,"3350"
58,"3317"
59,"3433"
60,"3283"
61,"3440"
62,"3253"
63,"3164"
64,"3135"
65,"3196"
66,"3061"
67,"3063"
68,"3062"
69,"3048"
70,"3049"
71,"3097"
72,"3235"
73,"3268"
74,"3303"
75,"3346"
76,"3191"
77,"3133"
78,"3090"
79,"2886"
80,"2945"
81,"2953"
82,"3086"
83,"3025"
84,"3204"
85,"3461"
86,"3550"
87,"3764"
88,"3769"
89,"3663"
90,"3726"
91,"3939"
92,"4455"
93,"5522"
94,"7042"
95,"8930"
96,"10639"
97,"11267"
98,"10702"
99,"9239"
100,"7413"
101,"5715"
102,"4648"
103,"3996"
104,"3792"
105,"3703"
106,"3840"
107,"3943"
108,"4012"
109,"4234"
110,"4713"
111,"5313"
112,"6005"
113,"6948"
114,"7580"
115,"7657"
116,"7370"
117,"6817"
118,"6052"
119,"5497"
120,"5118"
121,"5071"
122,"5212"
123,"5422"
124,"5909"
125,"7091"
126,"9234"
127,"12976"
128,"18677"
129,"25687"
130,"31999"
131,"36227"
132,"37549"
133,"37085"
134,"33963"
135,"30202"
136,"26335"
137,"22820"
138,"21002"
139,"20383"
140,"20687"
141,"21045"
142,"21226"
143,"20486"
144,"19883"
145,"20036"
146,"20490"
147,"21149"
148,"20416"
149,"18642"
150,"16117"
151,"13113"
152,"10539"
153,"8856"
154,"7908"
155,"7529"
156,"7856"
157,"8186"
158,"8366"
159,"8588"
160,"8378"
161,"8365"
162,"8027"
163,"8353"
164,"8243"
165,"8376"
166,"8696"
167,"8823"
168,"8910"
169,"9058"
170,"9173"
171,"9699"
172,"10196"
173,"11032"
174,"12512"
175,"15566"
176,"21748"
177,"36893"
178,"68752"
179,"130111"
180,"233323"
181,"379771"
182,"549087"
183,"700727"
184,"781724"
185,"770912"
186,"663076"
187,"500794"
188,"332555"
189,"195888"
190,"103651"
191,"51946"
192,"27784"
193,"19346"
194,"20404"
195,"28403"
196,"43396"
197,"64207"
198,"88558"
199,"110231"
200,"123213"
201,"122499"
202,"108471"
203,"85096"
204,"59584"
205,"37858"
206,"22474"
207,"12850"
208,"7946"
209,"5796"
210,"4878"
211,"4612"
212,"4632"
213,"4965"
214,"5244"
215,"5655"
216,"7047"
217,"9995"
218,"16182"
219,"28453"
220,"50496"
221,"84712"
222,"127686"
223,"175116"
224,"215554"
225,"234542"
226,"228843"
227,"196249"
228,"150699"
229,"104360"
230,"64472"
231,"36354"
232,"19846"
233,"10975"
234,"6942"
235,"5309"
236,"4925"
237,"5169"
238,"5675"
239,"6709"
240,"8904"
241,"12371"
242,"17666"
243,"23801"
244,"31278"
245,"37272"
246,"40355"
247,"40157"
248,"35808"
249,"28993"
250,"21656"
251,"15070"
252,"10161"
253,"6952"
254,"5219"
255,"4308"
256,"3937"
257,"3734"
258,"3725"
259,"3699"
260,"3756"
261,"3592"
262,"3647"
263,"3707"
264,"3780"
265,"3880"
266,"3911"
267,"3952"
268,"3950"
269,"4100"
270,"3967"
271,"4113"
272,"4033"
273,"4001"
274,"4177"
275,"4032"
276,"4245"
277,"4201"
278,"4210"
279,"4225"
280,"4246"
281,"4320"
282,"4472"
283,"4381"
284,"4467"
285,"4466"
286,"4424"
287,"4501"
288,"4631"
289,"4729"
290,"4717"
291,"4835"
292,"4974"
293,"5165"
294,"5093"
295,"4950"
296,"5054"
297,"5160"
298,"5030"
299,"5144"
300,"5144"
301,"5090"
302,"5008"
303,"5048"
304,"5193"
305,"5143"
306,"5404"
307,"5337"
308,"5432"
309,"5824"
310,"5827"
311,"6100"
312,"6446"
313,"6995"
314,"7796"
315,"8564"
316,"9640"
317,"10998"
318,"11913"
319,"12551"
320,"12732"
321,"12165"
322,"11003"
323,"9818"
324,"8623"
325,"7493"
326,"6790"
327,"6133"
328,"5934"
329,"5849"
330,"5864"
331,"5811"
332,"5745"
333,"5967"
334,"5988"
335,"5878"
336,"5946"
337,"6084"
338,"6138"
339,"6174"
340,"6279"
341,"6539"
342,"6540"
343,"6775"
344,"6797"
345,"6712"
346,"7180"
347,"7106"
348,"7232"
349,"7372"
350,"7381"
351,"7511"
352,"7746"
353,"7899"
354,"7812"
355,"7963"
356,"8010"
357,"8249"
358,"8831"
359,"9142"
360,"9895"
361,"10756"
362,"11340"
