Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"PM228"
Duration Time,300.402
Ambient Temperature,"110.2"
Detector Temperature,"-15.0"
Valid Accumulated Counts,"24528267"
Raw Accumulated Counts,"32211700"
Valid Count Last Packet,"71840"
Raw Count Last Packet,"95293"
Live Time,228.031982
HV DAC,163
HV ADC,40.000000
Filament DAC,214
Filament ADC,10.600000
Pulse Length,200
Pulse Period,254
Filter,1
eV per channel,20.0358
Number of Channels,2048
Vacuum,687
Channel#,Intensity
0,"7373"
1,"5717"
2,"4475"
3,"3196"
4,"1319"
5,"266"
6,"56"
7,"23"
8,"10"
9,"16"
10,"18"
11,"6"
12,"5"
13,"8"
14,"7"
15,"3"
16,"4"
17,"4"
18,"0"
19,"1"
20,"1"
21,"3"
22,"2"
23,"4"
24,"1"
25,"1"
26,"2"
27,"2"
28,"2"
29,"9"
30,"50"
31,"288"
32,"1406"
33,"2961"
34,"3965"
35,"4496"
36,"4850"
37,"4715"
38,"4770"
39,"4589"
40,"4530"
41,"4500"
42,"4339"
43,"4465"
44,"4429"
45,"4414"
46,"4342"
47,"4220"
48,"4188"
49,"4288"
50,"4110"
51,"4209"
52,"4056"
53,"4009"
54,"4107"
55,"4047"
56,"3989"
57,"4075"
58,"4036"
59,"4055"
60,"4193"
61,"3992"
62,"4028"
63,"3957"
64,"3910"
65,"4049"
66,"4195"
67,"4621"
68,"4700"
69,"4752"
70,"4808"
71,"4763"
72,"4414"
73,"4367"
74,"4203"
75,"4103"
76,"4329"
77,"4446"
78,"4547"
79,"4484"
80,"4348"
81,"4291"
82,"4330"
83,"4162"
84,"4247"
85,"4299"
86,"4191"
87,"4257"
88,"4177"
89,"4039"
90,"4010"
91,"4004"
92,"3836"
93,"3860"
94,"3820"
95,"3898"
96,"3873"
97,"3676"
98,"3798"
99,"3791"
100,"3791"
101,"3680"
102,"3568"
103,"3650"
104,"3559"
105,"3576"
106,"3703"
107,"3676"
108,"4030"
109,"4398"
110,"5384"
111,"6962"
112,"9177"
113,"11683"
114,"14038"
115,"14876"
116,"13828"
117,"11662"
118,"9306"
119,"7142"
120,"5918"
121,"5220"
122,"5103"
123,"5057"
124,"4877"
125,"4718"
126,"4750"
127,"4943"
128,"5706"
129,"6885"
130,"8801"
131,"11445"
132,"14695"
133,"17601"
134,"19829"
135,"20317"
136,"19260"
137,"17967"
138,"16920"
139,"16731"
140,"17072"
141,"17687"
142,"17645"
143,"17357"
144,"17535"
145,"18131"
146,"18854"
147,"19879"
148,"19632"
149,"19337"
150,"19910"
151,"23725"
152,"32747"
153,"47614"
154,"66557"
155,"84534"
156,"95219"
157,"94409"
158,"83345"
159,"66692"
160,"49626"
161,"39950"
162,"38392"
163,"43728"
164,"52842"
165,"60025"
166,"63633"
167,"60706"
168,"54117"
169,"44940"
170,"35874"
171,"28700"
172,"23387"
173,"20339"
174,"19606"
175,"19835"
176,"19625"
177,"18254"
178,"16070"
179,"13530"
180,"10982"
181,"9202"
182,"8536"
183,"8611"
184,"8808"
185,"9244"
186,"8929"
187,"8146"
188,"7125"
189,"5765"
190,"4922"
191,"4288"
192,"4128"
193,"4359"
194,"4632"
195,"5139"
196,"5525"
197,"5836"
198,"5619"
199,"5512"
200,"5156"
201,"4417"
202,"3999"
203,"3755"
204,"3511"
205,"3372"
206,"3279"
207,"3282"
208,"3185"
209,"3273"
210,"3313"
211,"3259"
212,"3241"
213,"3322"
214,"3271"
215,"3287"
216,"3231"
217,"3314"
218,"3442"
219,"3748"
220,"3794"
221,"4033"
222,"4167"
223,"4316"
224,"4242"
225,"4284"
226,"4225"
227,"3949"
228,"3844"
229,"3661"
230,"3678"
231,"3443"
232,"3487"
233,"3540"
234,"3426"
235,"3468"
236,"3560"
237,"3677"
238,"3692"
239,"3786"
240,"3976"
241,"4041"
242,"4094"
243,"4139"
244,"4016"
245,"4120"
246,"4040"
247,"4131"
248,"4133"
249,"4090"
250,"4135"
251,"4060"
252,"4158"
253,"4166"
254,"4221"
255,"4238"
256,"4310"
257,"4472"
258,"4421"
259,"4398"
260,"4444"
261,"4629"
262,"4484"
263,"4562"
264,"4610"
265,"4511"
266,"4773"
267,"4771"
268,"4914"
269,"4889"
270,"4964"
271,"4889"
272,"4990"
273,"4970"
274,"5115"
275,"5120"
276,"5259"
277,"5226"
278,"5156"
279,"5138"
280,"5229"
281,"5296"
282,"5325"
283,"5379"
284,"5424"
285,"5463"
286,"5297"
287,"5578"
288,"5600"
289,"5523"
290,"5654"
291,"5550"
292,"5703"
293,"5905"
294,"5994"
295,"5993"
296,"5995"
297,"5866"
298,"5854"
299,"5887"
300,"5755"
301,"5878"
302,"5697"
303,"5769"
304,"5829"
305,"5833"
306,"5963"
307,"6036"
308,"5975"
309,"6129"
310,"6227"
311,"6413"
312,"6556"
313,"6827"
314,"7122"
315,"7410"
316,"7813"
317,"8178"
318,"8770"
319,"9079"
320,"8833"
321,"8588"
322,"8058"
323,"7494"
324,"6905"
325,"6583"
326,"6121"
327,"6032"
328,"5952"
329,"5835"
330,"5811"
331,"5806"
332,"5847"
333,"5995"
334,"5935"
335,"5982"
336,"5935"
337,"6039"
338,"6099"
339,"6147"
340,"6376"
341,"6458"
342,"6630"
343,"6586"
344,"6688"
345,"6732"
346,"6805"
347,"6924"
348,"6840"
349,"6886"
350,"6917"
351,"7052"
352,"7014"
353,"6923"
354,"7148"
355,"7365"
356,"7200"
357,"7425"
358,"7901"
359,"8103"
360,"8619"
361,"9056"
362,"9657"
363,"10148"
364,"10665"
365,"10959"
366,"11881"
367,"12400"
368,"13543"
369,"15276"
370,"16136"
371,"17643"
372,"18956"
373,"19178"
374,"18810"
375,"17066"
376,"15324"
377,"13199"
378,"10968"
379,"9073"
380,"7820"
381,"7014"
382,"6542"
383,"6146"
384,"5987"
385,"5881"
386,"5933"
387,"5896"
388,"5938"
389,"5792"
390,"5889"
391,"5972"
392,"6094"
393,"5994"
394,"6162"
395,"6182"
396,"6399"
397,"6643"
398,"6700"
399,"6988"
400,"7130"
401,"7377"
402,"7371"
403,"7330"
404,"7330"
405,"7428"
406,"7173"
407,"7172"
408,"7252"
409,"7455"
410,"7615"
411,"7767"
412,"7971"
413,"7963"
414,"7798"
415,"7622"
416,"7410"
417,"7097"
418,"6781"
419,"6587"
420,"6680"
421,"6742"
422,"6985"
423,"7517"
424,"8542"
425,"9955"
426,"11778"
427,"14336"
428,"16991"
429,"19549"
430,"21439"
431,"21856"
432,"22166"
433,"20362"
434,"18418"
435,"15861"
436,"13204"
437,"11292"
438,"9489"
439,"8418"
440,"7628"
441,"7144"
442,"6886"
443,"6889"
444,"6688"
445,"6794"
446,"6693"
447,"6776"
448,"6484"
449,"6628"
450,"6666"
451,"6511"
452,"6694"
453,"6661"
454,"6670"
455,"6490"
456,"6563"
457,"6555"
458,"6609"
459,"6563"
460,"6501"
461,"6774"
462,"6676"
463,"6475"
464,"6676"
465,"6717"
466,"6933"
467,"6911"
468,"7202"
469,"7575"
470,"7651"
471,"8033"
472,"8178"
473,"8716"
474,"8919"
475,"9198"
476,"9312"
477,"9508"
478,"9442"
479,"9446"
480,"8908"
481,"8457"
482,"8118"
483,"7647"
484,"7195"
485,"6998"
486,"6699"
487,"6541"
488,"6398"
489,"6311"
490,"6458"
491,"6410"
492,"6398"
493,"6436"
494,"6392"
495,"6404"
496,"6428"
497,"6418"
498,"6540"
499,"6507"
500,"6448"
501,"6532"
502,"6500"
503,"6692"
504,"6382"
505,"6779"
506,"6647"
507,"6701"
508,"6807"
509,"6837"
510,"6923"
511,"6856"
512,"7052"
513,"6933"
514,"7041"
515,"7153"
516,"7182"
517,"7144"
518,"7093"
519,"7250"
520,"7157"
521,"7411"
522,"7325"
523,"7752"
524,"7573"
525,"7840"
526,"7927"
527,"7908"
528,"8135"
529,"8130"
530,"8194"
531,"8256"
532,"8546"
533,"8765"
534,"8873"
535,"9182"
536,"9498"
537,"9755"
538,"9808"
539,"10253"
540,"10279"
541,"10947"
542,"11065"
543,"11844"
544,"12709"
545,"13690"
546,"15956"
547,"19896"
548,"27203"
549,"40262"
550,"63333"
551,"99472"
552,"156456"
553,"237003"
554,"344040"
555,"475171"
556,"623472"
557,"768925"
558,"897822"
559,"990506"
560,"1026718"
561,"1004564"
562,"926971"
563,"807220"
564,"662995"
565,"512257"
566,"375689"
567,"260557"
568,"172070"
569,"109265"
570,"66639"
571,"40816"
572,"26140"
573,"17237"
574,"12638"
575,"10454"
576,"8981"
577,"8489"
578,"7862"
579,"7487"
580,"7346"
581,"7221"
582,"7126"
583,"7085"
584,"6992"
585,"6878"
586,"6906"
587,"6783"
588,"6931"
589,"6780"
590,"6876"
591,"6820"
592,"6827"
593,"6882"
594,"6816"
595,"7012"
596,"7040"
597,"6908"
598,"7056"
599,"7027"
600,"7190"
601,"7303"
602,"7313"
603,"7342"
604,"7620"
605,"7783"
606,"8075"
607,"8005"
608,"8410"
609,"8981"
610,"9354"
611,"10063"
612,"11286"
613,"13323"
614,"16740"
615,"22655"
616,"31393"
617,"43167"
618,"59405"
619,"80109"
620,"102436"
621,"125920"
622,"147136"
623,"162484"
624,"170173"
625,"169305"
626,"158997"
627,"144033"
628,"123421"
629,"101546"
630,"80159"
631,"61579"
632,"46613"
633,"35146"
634,"26566"
635,"19901"
636,"15398"
637,"12117"
638,"9351"
639,"7463"
640,"6154"
641,"5273"
642,"4529"
643,"4206"
644,"4060"
645,"3831"
646,"3759"
647,"3709"
648,"3683"
649,"3672"
650,"3598"
651,"3524"
652,"3557"
653,"3558"
654,"3465"
655,"3514"
656,"3360"
657,"3464"
658,"3407"
659,"3425"
660,"3500"
661,"3359"
662,"3330"
663,"3365"
664,"3333"
665,"3299"
666,"3356"
667,"3210"
668,"3395"
669,"3353"
670,"3348"
671,"3309"
