Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"PK44400"
Duration Time,300.278
Ambient Temperature,"111.3"
Detector Temperature,"-15.0"
Valid Accumulated Counts,"42041117"
Raw Accumulated Counts,"96208387"
Valid Count Last Packet,"116361"
Raw Count Last Packet,"264848"
Live Time,129.296951
HV DAC,163
HV ADC,40.000000
Filament DAC,214
Filament ADC,10.600000
Pulse Length,200
Pulse Period,254
Filter,1
eV per channel,20.061
Number of Channels,2048
Vacuum,693
Channel#,Intensity
0,"3795"
1,"3115"
2,"2282"
3,"1217"
4,"455"
5,"119"
6,"52"
7,"37"
8,"18"
9,"19"
10,"10"
11,"9"
12,"6"
13,"2"
14,"11"
15,"8"
16,"4"
17,"6"
18,"9"
19,"3"
20,"4"
21,"1"
22,"1"
23,"2"
24,"3"
25,"3"
26,"3"
27,"4"
28,"11"
29,"41"
30,"171"
31,"681"
32,"1760"
33,"2758"
34,"3453"
35,"3561"
36,"3698"
37,"3553"
38,"3402"
39,"3287"
40,"3331"
41,"3157"
42,"3183"
43,"3187"
44,"3198"
45,"3214"
46,"2997"
47,"3082"
48,"3055"
49,"2896"
50,"2971"
51,"2850"
52,"2834"
53,"2896"
54,"2826"
55,"2702"
56,"2724"
57,"2681"
58,"2637"
59,"2635"
60,"2611"
61,"2574"
62,"2489"
63,"2591"
64,"2482"
65,"2423"
66,"2462"
67,"2413"
68,"2408"
69,"2427"
70,"2352"
71,"2408"
72,"2439"
73,"2457"
74,"2478"
75,"2425"
76,"2447"
77,"2359"
78,"2340"
79,"2289"
80,"2249"
81,"2329"
82,"2278"
83,"2435"
84,"2421"
85,"2383"
86,"2517"
87,"2509"
88,"2459"
89,"2354"
90,"2363"
91,"2354"
92,"2307"
93,"2311"
94,"2274"
95,"2399"
96,"2428"
97,"2426"
98,"2464"
99,"2416"
100,"2538"
101,"2532"
102,"2456"
103,"2439"
104,"2470"
105,"2464"
106,"2547"
107,"2478"
108,"2544"
109,"2689"
110,"2714"
111,"2760"
112,"2886"
113,"3007"
114,"3270"
115,"3197"
116,"3363"
117,"3347"
118,"3279"
119,"3225"
120,"3179"
121,"3131"
122,"3234"
123,"3300"
124,"3411"
125,"3493"
126,"3776"
127,"4190"
128,"4815"
129,"5684"
130,"7074"
131,"8553"
132,"10435"
133,"11958"
134,"12253"
135,"12179"
136,"11272"
137,"10597"
138,"10086"
139,"10650"
140,"10994"
141,"11884"
142,"11741"
143,"11573"
144,"11343"
145,"11568"
146,"11740"
147,"11566"
148,"10902"
149,"9874"
150,"8610"
151,"6980"
152,"5870"
153,"4945"
154,"4653"
155,"4369"
156,"4359"
157,"4394"
158,"4284"
159,"4210"
160,"4185"
161,"3991"
162,"3956"
163,"3917"
164,"3796"
165,"3834"
166,"3717"
167,"3805"
168,"3850"
169,"3744"
170,"3612"
171,"3628"
172,"3455"
173,"3481"
174,"3567"
175,"3466"
176,"3539"
177,"3747"
178,"3763"
179,"3998"
180,"4410"
181,"4846"
182,"5344"
183,"5660"
184,"5680"
185,"5609"
186,"5218"
187,"4736"
188,"4305"
189,"4063"
190,"3887"
191,"3728"
192,"3765"
193,"3842"
194,"3810"
195,"3920"
196,"3827"
197,"4027"
198,"4050"
199,"4225"
200,"4109"
201,"4148"
202,"4210"
203,"4066"
204,"4183"
205,"4221"
206,"4051"
207,"4117"
208,"4184"
209,"4192"
210,"4310"
211,"4199"
212,"4368"
213,"4221"
214,"4295"
215,"4444"
216,"4413"
217,"4494"
218,"4803"
219,"4769"
220,"5039"
221,"5084"
222,"5243"
223,"5459"
224,"5536"
225,"5637"
226,"5728"
227,"5512"
228,"5437"
229,"5389"
230,"5253"
231,"5077"
232,"5200"
233,"5060"
234,"4962"
235,"5065"
236,"5118"
237,"5348"
238,"5166"
239,"5269"
240,"5328"
241,"5253"
242,"5417"
243,"5587"
244,"5432"
245,"5495"
246,"5611"
247,"5570"
248,"5532"
249,"5620"
250,"5568"
251,"5478"
252,"5553"
253,"5578"
254,"5537"
255,"5549"
256,"5831"
257,"5661"
258,"5682"
259,"5834"
260,"5777"
261,"5826"
262,"5927"
263,"6020"
264,"5892"
265,"6053"
266,"6071"
267,"6329"
268,"6420"
269,"6543"
270,"6643"
271,"6578"
272,"6539"
273,"6403"
274,"6544"
275,"6340"
276,"6386"
277,"6350"
278,"6453"
279,"6389"
280,"6548"
281,"6456"
282,"6558"
283,"6564"
284,"6536"
285,"6540"
286,"6713"
287,"6981"
288,"6825"
289,"7142"
290,"7127"
291,"7474"
292,"7380"
293,"7651"
294,"7658"
295,"7825"
296,"7667"
297,"7770"
298,"7674"
299,"7661"
300,"7587"
301,"7350"
302,"7556"
303,"7697"
304,"8033"
305,"8025"
306,"8434"
307,"9096"
308,"9983"
309,"11238"
310,"13122"
311,"15065"
312,"17508"
313,"20456"
314,"23753"
315,"26901"
316,"30852"
317,"33660"
318,"35926"
319,"35944"
320,"34209"
321,"30955"
322,"26227"
323,"21625"
324,"17076"
325,"14462"
326,"12170"
327,"10759"
328,"9877"
329,"9478"
330,"9420"
331,"9438"
332,"9513"
333,"9506"
334,"9651"
335,"9666"
336,"9908"
337,"10113"
338,"10129"
339,"10310"
340,"10517"
341,"10840"
342,"11061"
343,"11297"
344,"11629"
345,"11953"
346,"12343"
347,"12835"
348,"13485"
349,"14064"
350,"14846"
351,"15257"
352,"15599"
353,"15677"
354,"15354"
355,"15057"
356,"14639"
357,"14327"
358,"14281"
359,"14201"
360,"14502"
361,"14517"
362,"15057"
363,"15442"
364,"16097"
365,"16838"
366,"18255"
367,"19454"
368,"21713"
369,"24091"
370,"26081"
371,"28139"
372,"29668"
373,"29987"
374,"28932"
375,"27761"
376,"25354"
377,"23515"
378,"22425"
379,"21132"
380,"21021"
381,"21254"
382,"21976"
383,"22817"
384,"24106"
385,"26224"
386,"28488"
387,"32458"
388,"37752"
389,"48641"
390,"69815"
391,"110290"
392,"187320"
393,"321795"
394,"540633"
395,"863431"
396,"1304409"
397,"1835083"
398,"2404682"
399,"2922752"
400,"3299929"
401,"3444287"
402,"3333128"
403,"2991557"
404,"2484689"
405,"1921461"
406,"1378815"
407,"923470"
408,"580831"
409,"348398"
410,"202137"
411,"116128"
412,"69250"
413,"44809"
414,"32099"
415,"25429"
416,"21698"
417,"18978"
418,"17475"
419,"16606"
420,"16137"
421,"16263"
422,"16410"
423,"17270"
424,"18449"
425,"20028"
426,"22739"
427,"25346"
428,"27532"
429,"30511"
430,"32684"
431,"34521"
432,"36529"
433,"39244"
434,"44520"
435,"55731"
436,"74445"
437,"106558"
438,"151557"
439,"213741"
440,"287246"
441,"365197"
442,"436539"
443,"489712"
444,"512364"
445,"499480"
446,"455300"
447,"386025"
448,"306435"
449,"227852"
450,"158948"
451,"104879"
452,"65758"
453,"39936"
454,"23861"
455,"14695"
456,"9753"
457,"7017"
458,"5689"
459,"4954"
460,"4342"
461,"4030"
462,"3814"
463,"3758"
464,"3741"
465,"3686"
466,"3641"
467,"3599"
468,"3463"
469,"3563"
470,"3589"
471,"3553"
472,"3460"
473,"3566"
474,"3502"
475,"3699"
476,"3866"
477,"3682"
478,"3658"
479,"3523"
480,"3384"
481,"3287"
482,"3234"
483,"3136"
484,"3043"
485,"2801"
486,"2753"
487,"2757"
488,"2633"
489,"2675"
490,"2625"
491,"2542"
492,"2567"
493,"2511"
494,"2421"
495,"2479"
496,"2495"
497,"2419"
498,"2466"
499,"2344"
500,"2340"
501,"2328"
502,"2281"
503,"2309"
504,"2351"
505,"2272"
506,"2240"
507,"2194"
508,"2294"
509,"2194"
510,"2150"
511,"2188"
512,"2149"
513,"2123"
514,"2190"
515,"2107"
516,"2168"
517,"2224"
518,"2270"
519,"2258"
520,"2370"
521,"2442"
522,"2420"
523,"2476"
524,"2523"
525,"2598"
526,"2549"
527,"2665"
528,"2572"
529,"2533"
530,"2442"
531,"2493"
532,"2494"
533,"2401"
534,"2403"
535,"2382"
536,"2453"
537,"2452"
538,"2498"
539,"2508"
540,"2332"
541,"2439"
542,"2428"
543,"2322"
544,"2399"
545,"2304"
546,"2301"
547,"2352"
548,"2323"
549,"2213"
550,"2258"
551,"2368"
552,"2160"
553,"2125"
554,"2042"
555,"2118"
556,"1906"
557,"1960"
558,"1871"
559,"1847"
560,"1864"
561,"1884"
562,"1951"
563,"1900"
564,"1917"
565,"1896"
566,"1739"
567,"1734"
568,"1793"
569,"1780"
570,"1772"
571,"1791"
572,"1772"
573,"1803"
574,"1833"
575,"1849"
576,"1738"
577,"1863"
578,"1854"
579,"1828"
580,"1751"
581,"1852"
582,"1801"
583,"1961"
584,"1899"
585,"1823"
586,"1933"
587,"1869"
588,"1855"
589,"1869"
590,"1849"
591,"1762"
592,"1858"
593,"1848"
594,"1783"
595,"1828"
596,"1776"
597,"1783"
598,"1706"
599,"1736"
600,"1727"
601,"1768"
602,"1712"
603,"1775"
604,"1682"
605,"1687"
606,"1726"
607,"1678"
608,"1712"
609,"1644"
610,"1714"
611,"1667"
612,"1727"
613,"1692"
614,"1658"
615,"1706"
616,"1750"
617,"1628"
618,"1601"
619,"1683"
620,"1768"
621,"1728"
622,"1716"
623,"1842"
624,"1847"
625,"1961"
626,"1934"
627,"2049"
628,"2075"
629,"2036"
630,"2055"
631,"2065"
632,"2006"
633,"1978"
634,"1918"
635,"1851"
636,"1833"
637,"1709"
638,"1661"
639,"1706"
640,"1657"
641,"1592"
642,"1698"
643,"1621"
644,"1654"
645,"1592"
646,"1630"
